Tanggal,curah_hujan
13-06-2014,0.0
14-06-2014,11.8
15-06-2014,1.3
16-06-2014,13.5
17-06-2014,0.0
18-06-2014,0.0
19-06-2014,8.9
20-06-2014,5.9
21-06-2014,26.4
22-06-2014,0.0
23-06-2014,0.8
24-06-2014,2.0
25-06-2014,0.0
26-06-2014,0.0
27-06-2014,5.3
28-06-2014,25.5
29-06-2014,3.3
30-06-2014,8.9
01-07-2014,20.0
02-07-2014,0.0
03-07-2014,1.1
04-07-2014,0.0
05-07-2014,5.7
06-07-2014,5.4
07-07-2014,10.9
08-07-2014,0.0
09-07-2014,5.4
10-07-2014,5.4
11-07-2014,5.4
12-07-2014,0.0
13-07-2014,0.0
14-07-2014,4.6
15-07-2014,4.4
16-07-2014,0.2
17-07-2014,0.0
18-07-2014,0.0
19-07-2014,0.0
20-07-2014,0.0
21-07-2014,12.5
22-07-2014,0.9
23-07-2014,2.7
24-07-2014,0.0
25-07-2014,0.0
26-07-2014,0.0
27-07-2014,0.0
28-07-2014,0.0
29-07-2014,0.0
30-07-2014,0.0
31-07-2014,0.0
01-08-2014,0.0
02-08-2014,6.7
03-08-2014,14.9
04-08-2014,0.2
05-08-2014,0.1
06-08-2014,0.0
07-08-2014,0.0
08-08-2014,18.0
09-08-2014,5.4
10-08-2014,19.3
11-08-2014,0.3
12-08-2014,0.0
13-08-2014,0.0
14-08-2014,0.0
15-08-2014,18.8
16-08-2014,0.5
17-08-2014,0.0
18-08-2014,0.0
19-08-2014,4.7
20-08-2014,1.2
21-08-2014,1.2
22-08-2014,1.7
23-08-2014,2.8
24-08-2014,11.1
25-08-2014,5.9
26-08-2014,0.0
27-08-2014,2.0
28-08-2014,1.4
29-08-2014,6.0
30-08-2014,4.2
31-08-2014,0.0
01-09-2014,0.0
02-09-2014,0.0
03-09-2014,0.0
04-09-2014,0.0
05-09-2014,0.0
06-09-2014,0.0
07-09-2014,0.0
08-09-2014,0.0
09-09-2014,0.0
10-09-2014,0.0
11-09-2014,0.0
12-09-2014,0.0
13-09-2014,0.0
14-09-2014,0.0
15-09-2014,0.0
16-09-2014,0.0
17-09-2014,0.0
18-09-2014,0.0
19-09-2014,0.0
20-09-2014,0.0
21-09-2014,0.0
22-09-2014,0.0
23-09-2014,0.0
24-09-2014,0.0
25-09-2014,0.0
26-09-2014,0.0
27-09-2014,0.0
28-09-2014,0.0
29-09-2014,0.0
30-09-2014,0.0
01-10-2014,0.0
02-10-2014,0.0
03-10-2014,0.0
04-10-2014,0.0
05-10-2014,0.0
06-10-2014,0.0
07-10-2014,0.0
08-10-2014,0.0
09-10-2014,0.0
10-10-2014,0.0
11-10-2014,0.0
12-10-2014,0.0
13-10-2014,0.0
14-10-2014,0.0
15-10-2014,0.0
16-10-2014,0.0
17-10-2014,0.0
18-10-2014,0.0
19-10-2014,0.0
20-10-2014,0.0
21-10-2014,0.0
22-10-2014,0.0
23-10-2014,0.0
24-10-2014,0.0
25-10-2014,0.0
26-10-2014,0.0
27-10-2014,0.0
28-10-2014,0.0
29-10-2014,0.0
30-10-2014,0.0
31-10-2014,0.0
01-11-2014,0.0
02-11-2014,0.0
03-11-2014,0.0
04-11-2014,0.0
05-11-2014,0.0
06-11-2014,0.0
07-11-2014,0.0
08-11-2014,12.0
09-11-2014,1.2
10-11-2014,1.5
11-11-2014,6.5
12-11-2014,10.7
13-11-2014,0.1
14-11-2014,2.5
15-11-2014,0.0
16-11-2014,5.5
17-11-2014,9.5
18-11-2014,0.0
19-11-2014,0.0
20-11-2014,1.5
21-11-2014,2.5
22-11-2014,1.2
23-11-2014,0.0
24-11-2014,0.0
25-11-2014,1.6
26-11-2014,0.0
27-11-2014,2.2
28-11-2014,0.0
29-11-2014,2.2
30-11-2014,2.0
01-12-2014,0.0
02-12-2014,0.0
03-12-2014,2.4
04-12-2014,4.3
05-12-2014,15.6
06-12-2014,26.8
07-12-2014,3.2
08-12-2014,28.0
09-12-2014,28.0
10-12-2014,16.0
11-12-2014,15.9
12-12-2014,1.2
13-12-2014,0.0
14-12-2014,3.5
15-12-2014,44.3
16-12-2014,5.0
17-12-2014,2.1
18-12-2014,41.3
19-12-2014,0.0
20-12-2014,29.6
21-12-2014,11.7
22-12-2014,6.5
23-12-2014,0.0
24-12-2014,35.5
25-12-2014,17.5
26-12-2014,0.0
27-12-2014,0.0
28-12-2014,0.0
29-12-2014,0.0
30-12-2014,0.0
31-12-2014,3.0
01-01-2015,4.0
02-01-2015,0.0
03-01-2015,0.3
04-01-2015,19.0
05-01-2015,1.5
06-01-2015,6.1
07-01-2015,2.2
08-01-2015,6.0
09-01-2015,4.3
10-01-2015,0.2
11-01-2015,0.3
12-01-2015,0.5
13-01-2015,1.5
14-01-2015,3.5
15-01-2015,17.0
16-01-2015,3.7
17-01-2015,4.4
18-01-2015,23.1
19-01-2015,39.0
20-01-2015,22.7
21-01-2015,14.6
22-01-2015,4.2
23-01-2015,5.8
24-01-2015,0.0
25-01-2015,3.3
26-01-2015,7.5
27-01-2015,0.0
28-01-2015,3.5
29-01-2015,7.1
30-01-2015,34.5
31-01-2015,8.0
01-02-2015,0.0
02-02-2015,0.0
03-02-2015,0.0
04-02-2015,1.6
05-02-2015,32.9
06-02-2015,11.3
07-02-2015,9.8
08-02-2015,0.0
09-02-2015,10.3
10-02-2015,32.3
11-02-2015,25.0
12-02-2015,30.8
13-02-2015,24.3
14-02-2015,2.0
15-02-2015,3.9
16-02-2015,0.0
17-02-2015,16.3
18-02-2015,16.3
19-02-2015,42.5
20-02-2015,1.0
21-02-2015,2.0
22-02-2015,16.1
23-02-2015,0.0
24-02-2015,15.4
25-02-2015,15.4
26-02-2015,0.0
27-02-2015,14.8
28-02-2015,13.0
01-03-2015,0.0
02-03-2015,0.0
03-03-2015,4.5
04-03-2015,15.2
05-03-2015,1.0
06-03-2015,0.0
07-03-2015,1.0
08-03-2015,1.0
09-03-2015,34.7
10-03-2015,0.0
11-03-2015,5.7
12-03-2015,5.7
13-03-2015,26.2
14-03-2015,7.3
15-03-2015,0.0
16-03-2015,24.5
17-03-2015,7.9
18-03-2015,10.2
19-03-2015,8.1
20-03-2015,23.2
21-03-2015,4.8
22-03-2015,6.1
23-03-2015,22.5
24-03-2015,9.1
25-03-2015,1.5
26-03-2015,0.6
27-03-2015,8.5
28-03-2015,0.0
29-03-2015,0.0
30-03-2015,0.0
31-03-2015,0.0
01-04-2015,0.0
02-04-2015,0.0
03-04-2015,1.0
04-04-2015,1.0
05-04-2015,8.5
06-04-2015,0.0
07-04-2015,1.8
08-04-2015,10.7
09-04-2015,0.0
10-04-2015,0.0
11-04-2015,8.6
12-04-2015,39.1
13-04-2015,22.3
14-04-2015,0.0
15-04-2015,0.0
16-04-2015,10.4
17-04-2015,3.3
18-04-2015,0.0
19-04-2015,0.0
20-04-2015,0.0
21-04-2015,17.3
22-04-2015,5.1
23-04-2015,0.2
24-04-2015,1.6
25-04-2015,8.1
26-04-2015,24.2
27-04-2015,0.0
28-04-2015,2.8
29-04-2015,5.9
30-04-2015,0.0
01-05-2015,10.1
02-05-2015,0.0
03-05-2015,2.3
04-05-2015,0.0
05-05-2015,8.7
06-05-2015,9.0
07-05-2015,5.0
08-05-2015,6.3
09-05-2015,5.2
10-05-2015,0.0
11-05-2015,0.0
12-05-2015,0.0
13-05-2015,7.5
14-05-2015,5.5
15-05-2015,4.3
16-05-2015,10.1
17-05-2015,5.4
18-05-2015,9.8
19-05-2015,9.8
20-05-2015,0.0
21-05-2015,0.0
22-05-2015,0.0
23-05-2015,24.2
24-05-2015,1.9
25-05-2015,19.2
26-05-2015,0.0
27-05-2015,0.0
28-05-2015,1.0
29-05-2015,8.3
30-05-2015,2.5
31-05-2015,0.0
01-06-2015,0.0
02-06-2015,3.2
03-06-2015,4.2
04-06-2015,7.7
05-06-2015,4.5
06-06-2015,12.0
07-06-2015,39.9
08-06-2015,16.0
09-06-2015,15.0
10-06-2015,24.0
11-06-2015,4.2
12-06-2015,11.9
13-06-2015,3.9
14-06-2015,29.9
15-06-2015,55.2
16-06-2015,66.8
17-06-2015,2.5
18-06-2015,23.4
19-06-2015,14.9
20-06-2015,35.9
21-06-2015,23.6
22-06-2015,23.6
23-06-2015,5.4
24-06-2015,27.3
25-06-2015,1.1
26-06-2015,4.7
27-06-2015,21.4
28-06-2015,13.9
29-06-2015,21.2
30-06-2015,7.3
01-07-2015,0.0
02-07-2015,6.8
03-07-2015,0.5
04-07-2015,0.0
05-07-2015,1.8
06-07-2015,0.0
07-07-2015,1.5
08-07-2015,0.0
09-07-2015,0.0
10-07-2015,1.2
11-07-2015,1.2
12-07-2015,1.2
13-07-2015,0.0
14-07-2015,1.1
15-07-2015,0.0
16-07-2015,1.0
17-07-2015,0.0
18-07-2015,0.0
19-07-2015,0.5
20-07-2015,0.9
21-07-2015,0.0
22-07-2015,12.8
23-07-2015,1.4
24-07-2015,12.3
25-07-2015,0.0
26-07-2015,7.5
27-07-2015,1.0
28-07-2015,2.0
29-07-2015,2.0
30-07-2015,4.7
31-07-2015,0.6
01-08-2015,0.0
02-08-2015,0.0
03-08-2015,0.0
04-08-2015,0.0
05-08-2015,0.0
06-08-2015,0.0
07-08-2015,0.0
08-08-2015,0.0
09-08-2015,0.0
10-08-2015,0.0
11-08-2015,0.0
12-08-2015,0.0
13-08-2015,0.0
14-08-2015,0.0
15-08-2015,0.5
16-08-2015,0.0
17-08-2015,0.0
18-08-2015,2.6
19-08-2015,1.0
20-08-2015,0.0
21-08-2015,2.4
22-08-2015,2.4
23-08-2015,2.4
24-08-2015,0.0
25-08-2015,0.0
26-08-2015,0.0
27-08-2015,0.0
28-08-2015,0.4
29-08-2015,0.4
30-08-2015,0.0
31-08-2015,0.0
01-09-2015,0.0
02-09-2015,0.0
03-09-2015,0.0
04-09-2015,0.0
05-09-2015,0.0
06-09-2015,0.0
07-09-2015,0.0
08-09-2015,0.0
09-09-2015,0.0
10-09-2015,0.0
11-09-2015,0.0
12-09-2015,0.0
13-09-2015,0.0
14-09-2015,0.0
15-09-2015,0.0
16-09-2015,0.0
17-09-2015,0.0
18-09-2015,0.0
19-09-2015,0.0
20-09-2015,0.0
21-09-2015,0.0
22-09-2015,0.0
23-09-2015,0.0
24-09-2015,0.0
25-09-2015,0.0
26-09-2015,0.0
27-09-2015,0.0
28-09-2015,0.0
29-09-2015,0.0
30-09-2015,0.0
01-10-2015,0.0
02-10-2015,0.0
03-10-2015,0.0
04-10-2015,0.0
05-10-2015,0.0
06-10-2015,0.0
07-10-2015,0.0
08-10-2015,0.0
09-10-2015,0.0
10-10-2015,0.0
11-10-2015,0.3
12-10-2015,0.0
13-10-2015,1.3
14-10-2015,0.0
15-10-2015,0.0
16-10-2015,0.0
17-10-2015,0.0
18-10-2015,0.0
19-10-2015,0.0
20-10-2015,0.0
21-10-2015,0.0
22-10-2015,0.0
23-10-2015,0.0
24-10-2015,0.0
25-10-2015,0.0
26-10-2015,0.7
27-10-2015,0.0
28-10-2015,0.0
29-10-2015,0.1
30-10-2015,0.1
31-10-2015,1.1
01-11-2015,0.0
02-11-2015,0.0
03-11-2015,0.0
04-11-2015,0.0
05-11-2015,0.4
06-11-2015,4.2
07-11-2015,0.8
08-11-2015,0.8
09-11-2015,7.9
10-11-2015,0.0
11-11-2015,0.0
12-11-2015,2.9
13-11-2015,1.1
14-11-2015,0.7
15-11-2015,2.6
16-11-2015,0.0
17-11-2015,0.0
18-11-2015,1.3
19-11-2015,3.1
20-11-2015,0.0
21-11-2015,2.9
22-11-2015,0.0
23-11-2015,0.0
24-11-2015,0.0
25-11-2015,1.2
26-11-2015,0.0
27-11-2015,13.2
28-11-2015,4.4
29-11-2015,14.1
30-11-2015,0.7
01-12-2015,0.0
02-12-2015,0.0
03-12-2015,0.0
04-12-2015,0.0
05-12-2015,0.0
06-12-2015,0.0
07-12-2015,7.2
08-12-2015,0.0
09-12-2015,0.0
10-12-2015,0.0
11-12-2015,0.7
12-12-2015,0.7
13-12-2015,7.8
14-12-2015,0.0
15-12-2015,7.2
16-12-2015,7.2
17-12-2015,7.2
18-12-2015,0.0
19-12-2015,0.0
20-12-2015,12.1
21-12-2015,6.7
22-12-2015,0.0
23-12-2015,1.4
24-12-2015,0.0
25-12-2015,0.0
26-12-2015,0.0
27-12-2015,0.0
28-12-2015,0.0
29-12-2015,4.9
30-12-2015,1.0
31-12-2015,5.0
01-01-2016,0.0
02-01-2016,0.0
03-01-2016,0.0
04-01-2016,0.0
05-01-2016,5.3
06-01-2016,0.0
07-01-2016,3.0
08-01-2016,0.0
09-01-2016,3.7
10-01-2016,0.0
11-01-2016,0.0
12-01-2016,3.0
13-01-2016,3.0
14-01-2016,3.0
15-01-2016,0.0
16-01-2016,0.0
17-01-2016,2.6
18-01-2016,4.2
19-01-2016,0.0
20-01-2016,2.5
21-01-2016,1.5
22-01-2016,1.5
23-01-2016,2.2
24-01-2016,0.0
25-01-2016,3.7
26-01-2016,3.7
27-01-2016,0.0
28-01-2016,0.0
29-01-2016,0.0
30-01-2016,0.0
31-01-2016,0.0
01-02-2016,0.5
02-02-2016,0.0
03-02-2016,12.2
04-02-2016,9.1
05-02-2016,0.0
06-02-2016,0.0
07-02-2016,0.0
08-02-2016,0.0
09-02-2016,2.7
10-02-2016,0.0
11-02-2016,2.4
12-02-2016,2.4
13-02-2016,0.0
14-02-2016,2.3
15-02-2016,2.3
16-02-2016,0.0
17-02-2016,2.1
18-02-2016,4.5
19-02-2016,4.5
20-02-2016,0.0
21-02-2016,0.0
22-02-2016,0.0
23-02-2016,2.0
24-02-2016,13.0
25-02-2016,5.1
26-02-2016,0.8
27-02-2016,0.0
28-02-2016,2.4
29-02-2016,2.4
01-03-2016,6.4
02-03-2016,0.0
03-03-2016,7.5
04-03-2016,1.8
05-03-2016,3.9
06-03-2016,0.0
07-03-2016,0.0
08-03-2016,3.0
09-03-2016,0.0
10-03-2016,2.5
11-03-2016,0.0
12-03-2016,0.0
13-03-2016,3.1
14-03-2016,0.0
15-03-2016,1.5
16-03-2016,0.0
17-03-2016,12.9
18-03-2016,2.5
19-03-2016,0.0
20-03-2016,5.3
21-03-2016,1.0
22-03-2016,0.0
23-03-2016,5.5
24-03-2016,11.1
25-03-2016,5.8
26-03-2016,0.0
27-03-2016,5.2
28-03-2016,7.3
29-03-2016,0.0
30-03-2016,5.0
31-03-2016,3.0
01-04-2016,0.0
02-04-2016,0.0
03-04-2016,0.0
04-04-2016,4.4
05-04-2016,0.0
06-04-2016,0.0
07-04-2016,0.0
08-04-2016,0.0
09-04-2016,0.6
10-04-2016,0.6
11-04-2016,0.4
12-04-2016,0.5
13-04-2016,0.5
14-04-2016,0.0
15-04-2016,0.5
16-04-2016,3.3
17-04-2016,0.7
18-04-2016,1.6
19-04-2016,2.5
20-04-2016,0.0
21-04-2016,3.9
22-04-2016,0.0
23-04-2016,0.0
24-04-2016,0.0
25-04-2016,3.4
26-04-2016,3.4
27-04-2016,1.7
28-04-2016,1.6
29-04-2016,1.1
30-04-2016,1.7
01-05-2016,32.8
02-05-2016,32.8
03-05-2016,32.8
04-05-2016,32.8
05-05-2016,0.0
06-05-2016,26.2
07-05-2016,0.0
08-05-2016,7.8
09-05-2016,20.6
10-05-2016,7.5
11-05-2016,0.0
12-05-2016,17.6
13-05-2016,5.0
14-05-2016,3.0
15-05-2016,12.5
16-05-2016,0.0
17-05-2016,14.5
18-05-2016,5.8
19-05-2016,0.4
20-05-2016,13.3
21-05-2016,41.5
22-05-2016,8.0
23-05-2016,3.1
24-05-2016,27.8
25-05-2016,14.4
26-05-2016,0.0
27-05-2016,0.0
28-05-2016,1.5
29-05-2016,12.8
30-05-2016,18.8
31-05-2016,13.1
01-06-2016,1.5
02-06-2016,5.3
03-06-2016,0.0
04-06-2016,5.9
05-06-2016,7.9
06-06-2016,4.1
07-06-2016,0.0
08-06-2016,1.4
09-06-2016,0.5
10-06-2016,5.2
11-06-2016,3.5
12-06-2016,0.4
13-06-2016,3.0
14-06-2016,3.0
15-06-2016,1.3
16-06-2016,2.9
17-06-2016,0.0
18-06-2016,0.0
19-06-2016,2.9
20-06-2016,2.6
21-06-2016,2.6
22-06-2016,0.4
23-06-2016,2.5
24-06-2016,15.4
25-06-2016,3.0
26-06-2016,3.0
27-06-2016,16.6
28-06-2016,10.0
29-06-2016,6.0
30-06-2016,0.0
01-07-2016,0.0
02-07-2016,1.6
03-07-2016,0.0
04-07-2016,3.5
05-07-2016,0.0
06-07-2016,7.0
07-07-2016,0.0
08-07-2016,0.0
09-07-2016,0.0
10-07-2016,0.0
11-07-2016,0.0
12-07-2016,0.0
13-07-2016,4.1
14-07-2016,0.0
15-07-2016,0.0
16-07-2016,1.1
17-07-2016,0.0
18-07-2016,6.2
19-07-2016,0.0
20-07-2016,1.2
21-07-2016,10.3
22-07-2016,1.7
23-07-2016,8.7
24-07-2016,0.2
25-07-2016,4.4
26-07-2016,2.0
27-07-2016,15.6
28-07-2016,6.5
29-07-2016,12.5
30-07-2016,16.3
31-07-2016,3.4
01-08-2016,0.0
02-08-2016,0.0
03-08-2016,0.0
04-08-2016,0.0
05-08-2016,0.0
06-08-2016,0.0
07-08-2016,0.0
08-08-2016,0.0
09-08-2016,0.0
10-08-2016,0.0
11-08-2016,0.0
12-08-2016,0.0
13-08-2016,0.0
14-08-2016,0.2
15-08-2016,3.0
16-08-2016,1.8
17-08-2016,1.8
18-08-2016,0.0
19-08-2016,0.0
20-08-2016,0.0
21-08-2016,3.9
22-08-2016,0.5
23-08-2016,2.1
24-08-2016,0.0
25-08-2016,0.0
26-08-2016,0.0
27-08-2016,0.3
28-08-2016,2.0
29-08-2016,0.0
30-08-2016,0.2
31-08-2016,0.0
01-09-2016,11.5
02-09-2016,4.5
03-09-2016,9.5
04-09-2016,0.0
05-09-2016,6.4
06-09-2016,6.4
07-09-2016,0.2
08-09-2016,0.0
09-09-2016,4.8
10-09-2016,4.8
11-09-2016,4.8
12-09-2016,0.0
13-09-2016,9.0
14-09-2016,9.5
15-09-2016,1.3
16-09-2016,2.6
17-09-2016,1.3
18-09-2016,0.0
19-09-2016,24.5
20-09-2016,0.0
21-09-2016,8.4
22-09-2016,8.2
23-09-2016,7.0
24-09-2016,32.3
25-09-2016,12.2
26-09-2016,0.0
27-09-2016,6.5
28-09-2016,0.4
29-09-2016,1.6
30-09-2016,0.0
01-10-2016,10.5
02-10-2016,39.0
03-10-2016,16.5
04-10-2016,6.8
05-10-2016,1.7
06-10-2016,3.0
07-10-2016,39.0
08-10-2016,24.0
09-10-2016,6.5
10-10-2016,16.3
11-10-2016,16.3
12-10-2016,4.6
13-10-2016,15.4
14-10-2016,2.0
15-10-2016,14.4
16-10-2016,0.0
17-10-2016,13.5
18-10-2016,13.5
19-10-2016,0.0
20-10-2016,0.0
21-10-2016,5.3
22-10-2016,0.5
23-10-2016,4.5
24-10-2016,11.0
25-10-2016,3.6
26-10-2016,10.7
27-10-2016,12.6
28-10-2016,19.7
29-10-2016,3.2
30-10-2016,10.8
31-10-2016,10.8
01-11-2016,43.3
02-11-2016,49.3
03-11-2016,2.0
04-11-2016,0.0
05-11-2016,23.6
06-11-2016,1.3
07-11-2016,0.0
08-11-2016,22.0
09-11-2016,36.4
10-11-2016,19.8
11-11-2016,0.5
12-11-2016,0.0
13-11-2016,0.0
14-11-2016,10.9
15-11-2016,1.0
16-11-2016,14.0
17-11-2016,1.5
18-11-2016,5.4
19-11-2016,3.8
20-11-2016,0.0
21-11-2016,11.7
22-11-2016,65.7
23-11-2016,2.1
24-11-2016,28.5
25-11-2016,0.0
26-11-2016,13.7
27-11-2016,13.7
28-11-2016,2.5
29-11-2016,11.8
30-11-2016,0.0
01-12-2016,71.7
02-12-2016,0.0
03-12-2016,8.7
04-12-2016,75.6
05-12-2016,6.5
06-12-2016,50.4
07-12-2016,2.8
08-12-2016,0.0
09-12-2016,16.1
10-12-2016,0.0
11-12-2016,25.8
12-12-2016,5.7
13-12-2016,0.5
14-12-2016,20.3
15-12-2016,5.0
16-12-2016,10.0
17-12-2016,18.7
18-12-2016,1.5
19-12-2016,8.7
20-12-2016,35.0
21-12-2016,0.0
22-12-2016,20.1
23-12-2016,5.0
24-12-2016,0.0
25-12-2016,73.2
26-12-2016,18.4
27-12-2016,18.4
28-12-2016,0.0
29-12-2016,61.2
30-12-2016,0.8
31-12-2016,40.7
01-01-2017,0.0
02-01-2017,0.0
03-01-2017,3.5
04-01-2017,0.6
05-01-2017,42.5
06-01-2017,1.0
07-01-2017,0.0
08-01-2017,0.0
09-01-2017,24.3
10-01-2017,2.0
11-01-2017,7.4
12-01-2017,0.5
13-01-2017,0.3
14-01-2017,6.4
15-01-2017,16.5
16-01-2017,7.0
17-01-2017,11.6
18-01-2017,7.3
19-01-2017,12.6
20-01-2017,25.5
21-01-2017,5.7
22-01-2017,8.3
23-01-2017,8.3
24-01-2017,34.5
25-01-2017,0.0
26-01-2017,12.1
27-01-2017,0.3
28-01-2017,8.8
29-01-2017,20.5
30-01-2017,0.2
31-01-2017,8.9
01-02-2017,0.0
02-02-2017,22.8
03-02-2017,11.4
04-02-2017,0.0
05-02-2017,0.0
06-02-2017,6.8
07-02-2017,0.0
08-02-2017,0.0
09-02-2017,0.0
10-02-2017,0.0
11-02-2017,0.0
12-02-2017,0.0
13-02-2017,0.0
14-02-2017,0.0
15-02-2017,0.0
16-02-2017,0.0
17-02-2017,10.6
18-02-2017,3.0
19-02-2017,11.7
20-02-2017,11.7
21-02-2017,4.6
22-02-2017,0.0
23-02-2017,8.7
24-02-2017,0.0
25-02-2017,4.0
26-02-2017,9.2
27-02-2017,17.5
28-02-2017,0.5
01-03-2017,0.3
02-03-2017,0.3
03-03-2017,21.4
04-03-2017,9.9
05-03-2017,0.0
06-03-2017,6.4
07-03-2017,2.2
08-03-2017,5.8
09-03-2017,0.0
10-03-2017,0.0
11-03-2017,4.0
12-03-2017,27.8
13-03-2017,0.0
14-03-2017,2.5
15-03-2017,8.7
16-03-2017,5.7
17-03-2017,1.0
18-03-2017,3.2
19-03-2017,29.4
20-03-2017,8.9
21-03-2017,6.9
22-03-2017,3.5
23-03-2017,0.0
24-03-2017,0.0
25-03-2017,1.4
26-03-2017,1.2
27-03-2017,5.5
28-03-2017,8.7
29-03-2017,0.0
30-03-2017,0.0
31-03-2017,5.5
01-04-2017,3.2
02-04-2017,15.5
03-04-2017,9.3
04-04-2017,4.7
05-04-2017,3.7
06-04-2017,11.3
07-04-2017,32.3
08-04-2017,16.9
09-04-2017,9.5
10-04-2017,8.0
11-04-2017,0.0
12-04-2017,1.9
13-04-2017,0.2
14-04-2017,0.0
15-04-2017,0.0
16-04-2017,0.0
17-04-2017,9.7
18-04-2017,4.7
19-04-2017,2.5
20-04-2017,0.0
21-04-2017,0.0
22-04-2017,2.9
23-04-2017,7.4
24-04-2017,1.7
25-04-2017,3.0
26-04-2017,7.5
27-04-2017,1.0
28-04-2017,15.4
29-04-2017,0.0
30-04-2017,19.5
01-05-2017,0.0
02-05-2017,5.0
03-05-2017,23.0
04-05-2017,77.6
05-05-2017,0.0
06-05-2017,1.3
07-05-2017,1.1
08-05-2017,67.7
09-05-2017,11.0
10-05-2017,4.1
11-05-2017,12.0
12-05-2017,18.4
13-05-2017,20.5
14-05-2017,0.0
15-05-2017,12.5
16-05-2017,0.0
17-05-2017,28.0
18-05-2017,18.5
19-05-2017,16.7
20-05-2017,42.5
21-05-2017,19.4
22-05-2017,18.1
23-05-2017,29.7
24-05-2017,18.6
25-05-2017,63.0
26-05-2017,0.0
27-05-2017,0.0
28-05-2017,0.0
29-05-2017,0.0
30-05-2017,16.8
31-05-2017,10.0
01-06-2017,2.5
02-06-2017,22.2
03-06-2017,16.2
04-06-2017,13.6
05-06-2017,13.4
06-06-2017,50.5
07-06-2017,0.0
08-06-2017,43.3
09-06-2017,0.0
10-06-2017,0.0
11-06-2017,1.2
12-06-2017,0.1
13-06-2017,25.9
14-06-2017,28.7
15-06-2017,28.7
16-06-2017,2.0
17-06-2017,27.0
18-06-2017,0.0
19-06-2017,55.0
20-06-2017,2.8
21-06-2017,0.5
22-06-2017,3.5
23-06-2017,45.6
24-06-2017,1.0
25-06-2017,1.0
26-06-2017,0.1
27-06-2017,0.0
28-06-2017,0.1
29-06-2017,20.3
30-06-2017,25.0
01-07-2017,50.0
02-07-2017,1.0
03-07-2017,25.5
04-07-2017,9.5
05-07-2017,28.7
06-07-2017,2.9
07-07-2017,19.6
08-07-2017,4.2
09-07-2017,27.6
10-07-2017,23.5
11-07-2017,0.0
12-07-2017,7.0
13-07-2017,6.0
14-07-2017,2.5
15-07-2017,4.0
16-07-2017,0.0
17-07-2017,13.2
18-07-2017,0.0
19-07-2017,5.5
20-07-2017,0.5
21-07-2017,0.0
22-07-2017,17.3
23-07-2017,0.0
24-07-2017,0.0
25-07-2017,0.0
26-07-2017,0.0
27-07-2017,12.5
28-07-2017,2.5
29-07-2017,5.2
30-07-2017,13.8
31-07-2017,0.0
01-08-2017,0.0
02-08-2017,0.9
03-08-2017,36.6
04-08-2017,17.5
05-08-2017,7.3
06-08-2017,12.5
07-08-2017,29.8
08-08-2017,18.5
09-08-2017,48.3
10-08-2017,3.2
11-08-2017,1.1
12-08-2017,3.5
13-08-2017,8.0
14-08-2017,6.8
15-08-2017,28.5
16-08-2017,12.8
17-08-2017,36.6
18-08-2017,20.2
19-08-2017,13.0
20-08-2017,0.0
21-08-2017,0.0
22-08-2017,14.5
23-08-2017,53.7
24-08-2017,16.2
25-08-2017,0.0
26-08-2017,0.0
27-08-2017,0.0
28-08-2017,0.0
29-08-2017,13.9
30-08-2017,1.0
31-08-2017,16.0
01-09-2017,10.2
02-09-2017,4.3
03-09-2017,18.6
04-09-2017,44.9
05-09-2017,5.3
06-09-2017,3.0
07-09-2017,0.0
08-09-2017,0.7
09-09-2017,4.0
10-09-2017,0.0
11-09-2017,56.9
12-09-2017,15.0
13-09-2017,0.5
14-09-2017,39.5
15-09-2017,17.5
16-09-2017,14.7
17-09-2017,16.3
18-09-2017,6.0
19-09-2017,0.0
20-09-2017,0.0
21-09-2017,0.0
22-09-2017,1.5
23-09-2017,4.8
24-09-2017,0.2
25-09-2017,1.5
26-09-2017,16.0
27-09-2017,0.0
28-09-2017,10.4
29-09-2017,0.0
30-09-2017,13.8
01-10-2017,0.0
02-10-2017,15.7
03-10-2017,0.8
04-10-2017,1.0
05-10-2017,0.2
06-10-2017,3.3
07-10-2017,0.0
08-10-2017,3.0
09-10-2017,2.5
10-10-2017,0.0
11-10-2017,8.8
12-10-2017,4.5
13-10-2017,0.0
14-10-2017,0.0
15-10-2017,0.0
16-10-2017,6.8
17-10-2017,6.7
18-10-2017,4.3
19-10-2017,0.0
20-10-2017,0.5
21-10-2017,2.5
22-10-2017,0.0
23-10-2017,0.0
24-10-2017,6.1
25-10-2017,0.0
26-10-2017,0.0
27-10-2017,4.9
28-10-2017,0.0
29-10-2017,1.6
30-10-2017,0.5
31-10-2017,4.5
01-11-2017,1.0
02-11-2017,0.0
03-11-2017,0.0
04-11-2017,1.5
05-11-2017,0.6
06-11-2017,4.1
07-11-2017,0.0
08-11-2017,0.0
09-11-2017,0.0
10-11-2017,0.5
11-11-2017,3.9
12-11-2017,6.0
13-11-2017,2.2
14-11-2017,2.1
15-11-2017,0.3
16-11-2017,17.1
17-11-2017,2.5
18-11-2017,0.3
19-11-2017,8.6
20-11-2017,20.6
21-11-2017,10.6
22-11-2017,0.0
23-11-2017,0.0
24-11-2017,2.0
25-11-2017,0.2
26-11-2017,19.5
27-11-2017,20.6
28-11-2017,2.0
29-11-2017,4.5
30-11-2017,4.5
01-12-2017,8.5
02-12-2017,5.7
03-12-2017,13.4
04-12-2017,0.0
